Date,Open,High,Low,Close
10-May-2024,72475.45,72946.54,72366.29,72664.47
13-May-2024,72476.65,72863.56,71866.01,72776.13
14-May-2024,72696.72,73286.26,72683.99,73104.61
15-May-2024,73200.23,73301.47,72822.66,72987.03
16-May-2024,73338.24,73749.47,72529.97,73663.72
17-May-2024,73711.31,74070.84,73459.80,73917.03
18-May-2024,73921.46,74162.76,73920.63,74005.94
21-May-2024,73842.96,74189.19,73762.37,73953.31
22-May-2024,74165.52,74307.79,73860.33,74221.06
23-May-2024,74253.53,75499.91,74158.35,75418.04
24-May-2024,75335.45,75636.50,75244.22,75410.39
27-May-2024,75655.46,76009.68,75175.27,75390.50
28-May-2024,75585.40,75585.40,75083.22,75170.45
29-May-2024,74826.94,74986.22,74454.55,74502.90
30-May-2024,74365.88,74493.55,73668.73,73885.60
31-May-2024,74208.53,74478.89,73765.15,73961.31
3-June-2024,76583.29,76738.89,75678.43,76468.78
4-June-2024,76285.78,76300.46,70234.43,72079.05
5-June-2024,73027.88,74534.82,71879.44,74382.24
6-June-2024,75078.70,75297.73,74474.94,75074.51
7-June-2024,75031.79,76795.31,74941.88,76693.36
10-June-2024,76935.41,77079.04,76379.73,76490.08
11-June-2024,76680.90,76860.53,76296.44,76456.59
12-June-2024,76679.11,77050.53,76533.78,76606.57
13-June-2024,77102.05,77145.46,76719.70,76810.90
14-June-2024,76912.38,77081.30,76549.05,76992.77
18-June-2024,77235.31,77366.77,77071.44,77301.14
19-June-2024,77543.22,77851.63,76954.87,77337.59
20-June-2024,77554.83,77643.09,77100.36,77478.93
21-June-2024,77729.48,77808.45,76802.00,77209.90
24-June-2024,76885.65,77423.02,76745.94,77341.08
25-June-2024,77529.19,78164.71,77459.60,78053.52
26-June-2024,78094.02,78759.40,77945.94,78674.25
27-June-2024,78758.67,79396.03,78467.34,79243.18
28-June-2024,79457.58,79671.58,78905.89,79032.73
1-July-2024,79043.35,79561.00,78971.79,79476.19
2-July-2024,79840.37,79855.87,79231.11,79441.45
3-July-2024,80013.77,80074.30,79754.95,79986.80
4-July-2024,80321.79,80392.64,79986.41,80049.67
5-July-2024,79778.98,80149.87,79478.96,79996.60
8-July-2024,79915.00,80067.46,79731.83,79960.38
9-July-2024,80107.21,80397.17,79998.56,80351.64
10-July-2024,80481.36,80481.36,79435.76,79924.77
11-July-2024,80170.09,80170.09,79464.38,79897.34
12-July-2024,80093.62,80893.51,79843.39,80519.34
15-July-2024,80686.54,80862.54,80556.97,80664.86
16-July-2024,80731.49,80898.30,80598.06,80716.55
18-July-2024,80514.25,81522.55,80390.37,81343.46
19-July-2024,81585.06,81587.76,80499.10,80604.65
22-July-2024,80408.90,80800.92,80100.65,80502.08
23-July-2024,80724.30,80766.41,79224.32,80429.04
24-July-2024,80343.38,80519.58,79750.51,80148.88
25-July-2024,79542.11,80143.10,79477.83,80039.80
26-July-2024,80158.50,81427.18,80013.60,81332.72
29-July-2024,81679.65,81908.43,81135.91,81355.84
30-July-2024,81349.28,81815.27,81230.44,81455.40
31-July-2024,81655.90,81828.04,81434.32,81741.34
1-August-2024,81949.68,82129.49,81700.21,81867.55
2-August-2024,81158.99,81345.60,80868.91,80981.95
5-August-2024,78588.19,79780.61,78295.86,78759.40
6-August-2024,78981.97,79852.08,78496.57,78593.07
7-August-2024,79565.40,79639.20,79106.20,79468.01
8-August-2024,79420.49,79626.92,78798.94,78886.22
9-August-2024,79984.24,79984.24,79549.09,79705.91
12-August-2024,79330.12,80106.18,79226.13,79648.92
13-August-2024,79552.51,79692.55,78889.38,78956.03
14-August-2024,79065.22,79228.94,78895.72,79105.88
16-August-2024,79754.85,80518.21,79306.69,80436.84
19-August-2024,80680.25,80724.40,80332.65,80424.68
20-August-2024,80722.54,80942.96,80517.95,80802.86
21-August-2024,80667.25,80952.83,80626.38,80905.30
22-August-2024,81207.24,81236.45,80954.02,81053.19
23-August-2024,81165.65,81231.49,80883.26,81086.21
26-August-2024,81388.26,81824.27,81278.44,81698.11
27-August-2024,81815.23,81919.11,81600.51,81711.76
28-August-2024,81779.84,82039.26,81578.32,81785.56
29-August-2024,81822.56,82285.83,81682.78,82134.61
30-August-2024,82637.03,82637.03,82256.02,82365.77
2-September-2024,82725.28,82725.28,82440.93,82559.84
3-September-2024,82652.69,82675.06,82400.76,82555.44
4-September-2024,81845.50,82408.54,81833.69,82352.64
5-September-2024,82469.79,82617.49,82130.44,82201.16
6-September-2024,82171.08,82254.79,80981.93,81183.93
9-September-2024,80973.75,81653.36,80895.05,81559.54
10-September-2024,81768.72,82196.55,81445.30,81921.29
11-September-2024,81928.12,82134.95,81423.14,81523.16
12-September-2024,81930.18,83116.19,81534.29,82962.71
13-September-2024,83091.55,83092.93,82653.22,82890.94
16-September-2024,82985.33,83184.34,82832.82,82988.78
17-September-2024,83084.63,83152.41,82866.68,83079.66
18-September-2024,83037.13,83326.38,82700.63,82948.23
19-September-2024,83359.17,83773.61,83071.66,83184.80
20-September-2024,83603.04,84694.46,83187.64,84544.31
23-September-2024,84651.15,84980.53,84607.38,84928.61
24-September-2024,84860.73,85163.23,84716.07,84914.04
25-September-2024,84836.45,85247.42,84743.04,85169.87
26-September-2024,85167.56,85930.43,85106.74,85836.12
27-September-2024,85893.84,85978.25,85474.58,85571.85
30-September-2024,85208.76,85359.65,84257.14,84299.78
1-October-2024,84257.17,84648.40,84098.94,84266.29
3-October-2024,83002.09,83752.81,82434.02,82497.10
4-October-2024,82244.25,83368.32,81532.68,81688.45
7-October-2024,81926.99,82137.77,80726.06,81050.00
8-October-2024,80826.56,81763.28,80813.07,81634.81
9-October-2024,81954.58,82319.21,81342.89,81467.10
10-October-2024,81832.66,82002.84,81538.94,81611.41
11-October-2024,81478.49,81671.38,81304.15,81381.36
14-October-2024,81576.93,82072.17,81541.20,81973.05
15-October-2024,82101.86,82300.44,81635.57,81820.12
16-October-2024,81646.60,81932.15,81358.26,81501.36
17-October-2024,81758.07,81781.40,80905.64,81006.61
18-October-2024,80749.26,81391.15,80409.25,81224.75
21-October-2024,81770.02,81770.02,80811.23,81151.27
22-October-2024,81155.08,81504.24,80149.53,80220.72
23-October-2024,79921.13,80646.31,79891.68,80081.98
24-October-2024,80098.30,80259.82,79813.02,80065.16
25-October-2024,80187.34,80253.19,79137.98,79402.29
28-October-2024,79653.67,80539.81,79418.82,80005.04
29-October-2024,80037.20,80450.48,79421.35,80369.03
30-October-2024,80237.85,80435.61,79821.99,79942.18
31-October-2024,80044.95,80044.95,79287.93,79389.06
1-November-2024,80023.75,80023.75,79655.55,79724.12
4-November-2024,79713.14,79713.14,78232.60,78782.24
5-November-2024,78542.16,79523.13,78296.70,79476.63
6-November-2024,79771.82,80569.73,79459.12,80378.13
7-November-2024,80563.42,80563.42,79419.34,79541.79
8-November-2024,79611.90,79807.26,79117.37,79486.32
11-November-2024,79298.46,80102.14,79001.34,79496.15
12-November-2024,79644.95,79820.98,78547.84,78675.18
13-November-2024,78495.53,78690.02,77533.30,77690.95
14-November-2024,77636.94,78055.52,77424.81,77580.31
18-November-2024,77863.54,77886.97,76965.06,77339.01
19-November-2024,77548.00,78451.65,77411.31,77578.38
21-November-2024,77711.11,77711.11,76802.73,77155.79
22-November-2024,77349.74,79218.19,77226.69,79117.11
25-November-2024,80193.47,80473.08,79765.99,80109.85
26-November-2024,80415.47,80482.36,79798.67,80004.06
27-November-2024,80121.03,80511.15,79844.49,80234.08
28-November-2024,80281.64,80447.40,78918.92,79043.74
29-November-2024,79032.99,79923.90,79026.18,79802.79
2-December-2024,79743.87,80337.82,79308.95,80248.08
3-December-2024,80529.20,80949.10,80244.78,80845.75
4-December-2024,81036.22,81245.39,80630.53,80956.33
5-December-2024,81182.74,82317.74,80467.37,81765.86
6-December-2024,81887.54,81925.91,81506.19,81709.12
9-December-2024,81602.58,81783.28,81411.55,81508.46
10-December-2024,81575.96,81726.34,81182.69,81510.05
11-December-2024,81568.39,81742.37,81383.42,81526.14
12-December-2024,81476.76,81680.97,81211.64,81289.96
13-December-2024,81212.45,82213.92,80082.82,82133.12
16-December-2024,82000.31,82116.44,81551.28,81748.57
17-December-2024,81511.81,81613.64,80612.20,80684.45
18-December-2024,80666.26,80868.02,80050.07,80182.20
19-December-2024,79029.03,79516.17,79020.08,79218.05
20-December-2024,79335.48,79587.15,77874.59,78041.59
23-December-2024,78488.64,78918.12,78189.19,78540.17
24-December-2024,78707.37,78877.36,78397.79,78472.87
26-December-2024,78557.28,78898.37,78173.38,78472.48
27-December-2024,78607.62,79043.15,78598.55,78699.07
30-December-2024,78637.58,79092.70,78077.13,78248.13
31-December-2024,77982.57,78305.34,77560.79,78139.01
1-January-2025,78265.07,78756.49,77898.30,78507.41
2-January-2025,78657.52,80032.87,78542.37,79943.71
3-January-2025,80072.99,80072.99,79109.73,79223.11
6-January-2025,79281.65,79532.67,77781.62,77964.99
7-January-2025,78019.80,78452.74,77925.09,78199.11
8-January-2025,78319.45,78319.45,77486.79,78148.49
9-January-2025,78206.21,78206.21,77542.92,77620.21
10-January-2025,77682.59,77919.70,77099.55,77378.91
13-January-2025,76629.90,77128.35,76249.72,76330.01
14-January-2025,76335.75,76835.61,76335.75,76499.63
15-January-2025,76900.14,76991.05,76479.70,76724.08
16-January-2025,77319.50,77319.50,76895.51,77042.82
17-January-2025,77069.19,77069.19,76263.29,76619.33
20-January-2025,76978.53,77318.94,76584.84,77073.44
21-January-2025,77261.72,77337.36,75641.87,75838.36
22-January-2025,76114.42,76463.13,75816.50,76404.99
23-January-2025,76414.52,76743.54,76202.12,76520.38
24-January-2025,76455.35,76985.95,76091.75,76190.46
27-January-2025,75700.43,75925.72,75267.59,75366.17
28-January-2025,75659.00,76512.96,75622.88,75901.41
29-January-2025,76138.24,76599.73,75975.80,76532.96
30-January-2025,76598.84,76962.88,76401.13,76759.81
31-January-2025,76888.89,77605.96,76833.87,77500.57
1-February-2025,77637.01,77899.05,77006.47,77505.96
3-February-2025,77063.94,77260.37,76756.09,77186.74
4-February-2025,77687.60,78658.59,77402.37,78583.81
5-February-2025,78704.60,78735.41,78216.25,78271.28
6-February-2025,78513.36,78551.66,77843.99,78058.16
7-February-2025,78119.60,78356.98,77475.74,77860.19
10-February-2025,77789.30,77849.58,77106.89,77311.80
11-February-2025,77384.98,77387.28,76030.59,76293.60
12-February-2025,76188.24,76459.72,75388.39,76171.08
13-February-2025,76201.10,76764.53,76013.43,76138.97
14-February-2025,76388.99,76483.06,75439.64,75939.21
17-February-2025,75641.41,76041.96,75294.76,75996.86
18-February-2025,76073.71,76091.69,75531.01,75967.39
19-February-2025,75787.27,76338.58,75581.38,75939.18
20-February-2025,75672.84,75794.15,75463.01,75735.96
21-February-2025,75612.61,75748.72,75112.41,75311.06
24-February-2025,74893.45,74907.04,74387.44,74454.41
25-February-2025,74440.30,74785.08,74400.37,74602.12
27-February-2025,74706.60,74834.09,74520.78,74612.43
28-February-2025,74201.77,74282.43,73141.27,73198.10
3-March-2025,73427.65,73649.72,72784.54,73085.94
4-March-2025,72817.34,73033.18,72633.54,72989.93
5-March-2025,73005.37,73933.80,72894.05,73730.23
6-March-2025,74308.30,74390.80,73415.68,74340.09
7-March-2025,74347.14,74586.43,74038.03,74332.58
10-March-2025,74474.98,74741.25,74022.24,74115.17
11-March-2025,73743.88,74195.17,73663.60,74102.32
12-March-2025,74270.81,74392.15,73598.16,74029.76
13-March-2025,74392.54,74401.11,73770.59,73828.91
17-March-2025,73830.03,74376.35,73796.06,74169.95
18-March-2025,74608.66,75385.76,74480.15,75301.26
19-March-2025,75473.17,75568.38,75201.48,75449.05
20-March-2025,75917.11,76456.25,75684.58,76348.06
21-March-2025,76155.00,77041.94,76095.26,76905.51
24-March-2025,77456.27,78107.23,77179.35,77984.38
25-March-2025,78296.28,78741.69,77745.63,78017.19
26-March-2025,78021.45,78167.87,77194.22,77288.50
27-March-2025,77087.39,77747.46,77082.51,77606.43
28-March-2025,77690.69,77766.70,77185.62,77414.92
1-April-2025,76882.58,77487.05,75912.18,76024.51
2-April-2025,76146.28,76680.35,76064.94,76617.44
3-April-2025,75811.86,76493.74,75807.55,76295.36
4-April-2025,76160.09,76258.12,75240.55,75364.69
